Tiêu đề,Ngày đăng,Số từ,Số bình luận,Tổng tương tác ở bình luận,Số ảnh,Số video,Tags,Chuyên mục
Galaxy S25 Ultra vượt iPhone 16 Pro Max về hiệu năng,"Thứ bảy, 15/2/2025, 12:00 (GMT+7)",336,20,77,1,1,"Samsung Galaxy S25 Ultra, Galaxy S25 Ultra vượt iPhone 16 Pro Max về hiệu năng, iPhone 16 Pro Max, iPhone 16 Pro Max thua Galaxy S25 Ultra",cong-nghe
Chiến lược địa phương hóa trên hệ sinh thái gia dụng Toshiba,"Thứ hai, 13/1/2025, 11:00 (GMT+7)",736,0,0,2,1,"Toshiba, thiết bị gia dụng, Tech Awards",cong-nghe
Ma trận' TV công nghệ chấm lượng tử QLED,"Thứ sáu, 21/3/2025, 05:00 (GMT+7)",864,9,39,3,0,"Samsung, Hisense, TCL, QLED, Quantum Dot",cong-nghe
SuperNode của Pi Network bị nghi ngờ tính phi tập trung,"Thứ tư, 26/3/2025, 19:30 (GMT+7)",1363,57,226,1,0,Pi Network,cong-nghe
Mở đăng ký chương trình tìm kiếm dự án game tiềm năng 2025,"Thứ ba, 25/3/2025, 13:10 (GMT+7)",708,0,0,2,0,,cong-nghe
Galaxy S25 Ultra thua iPhone 16 Pro Max khi đọ thời lượng pin,"Thứ bảy, 8/2/2025, 05:00 (GMT+7)",320,70,121,0,1,"Smartphone, pin, thời lượng pin, iPhone 16 Pro Max, Samsung Galaxy S25 Ultra",cong-nghe
Hạ viện Mỹ 'cấm nhân viên dùng DeepSeek',"Thứ sáu, 31/1/2025, 09:53 (GMT+7)",488,204,1057,1,0,"Mỹ, Trung Quốc, Trí tuệ nhân tạo - AI, DeepSeek",cong-nghe
TV LG nhận cú đúp giải thưởng tại Tech Awards 2024,"Thứ ba, 21/1/2025, 10:00 (GMT+7)",715,0,0,3,0,"TV OLED, Tech Awards, TV LG OLED",cong-nghe
"Bị cấm bán, Apple xem xét sản xuất iPhone tại Indonesia","Thứ năm, 13/2/2025, 06:15 (GMT+7)",416,47,76,1,0,"Indonesia, sản xuất iPhone, Apple Inc., iPhone 16",cong-nghe
"DeepSeek 'tốn hơn tỷ USD thay vì 5,6 triệu USD cho AI'","Thứ hai, 3/2/2025, 07:51 (GMT+7)",1048,298,1520,1,0,"Trí tuệ nhân tạo - AI, AI Trung Quốc, DeepSeek, AI giá rẻ",cong-nghe
Kênh HBO và Cinemax ngừng phát sóng trong gói HBO Go tại Việt Nam,"Thứ hai, 3/3/2025, 06:08 (GMT+7)",564,63,313,2,0,"HBO, Cinemax",cong-nghe
Ảnh dựng iPhone 17 Pro với camera khác biệt,"Thứ năm, 20/2/2025, 07:00 (GMT+7)",358,39,142,1,0,"Apple Inc., ảnh dựng, iPhone 17, iPhone 17 Pro Max, iPhone 17 Pro",cong-nghe
Ông chủ ChatGPT xác nhận phát triển thiết bị AI,"Thứ sáu, 7/2/2025, 09:42 (GMT+7)",574,16,72,1,0,"Jony Ive, OpenAI, AI tạo sinh, thiết bị ChatGPT, Thiết bị AI tạo sinh",cong-nghe
Alibaba ra mô hình AI 'vượt trội DeepSeek',"Thứ tư, 29/1/2025, 23:30 (GMT+7)",479,112,936,1,0,"Alibaba, DeepSeek, Qwen 2.5",cong-nghe
Mặt sau của iPhone 17 Air lộ diện,"Thứ năm, 23/1/2025, 09:00 (GMT+7)",496,49,160,1,0,"iPhone, Apple Inc., iPhone 17, iPhone 17 Air",cong-nghe
Trang phục biểu tượng của các tỷ phú công nghệ,"Thứ ba, 11/3/2025, 06:22 (GMT+7)",754,8,22,6,0,"Tim Cook, Steve Jobs, Mark Zuckerberg, Bill Gates, Tỷ phú công nghệ, Jack Dorsey, Jensen Huang, Tỷ phú",cong-nghe
Internet di động Việt Nam vào top 20 thế giới,"Thứ năm, 20/3/2025, 09:00 (GMT+7)",780,105,564,2,0,"Việt Nam, 5G, Speedtest, Mạng di động, Ookla",cong-nghe
CEO Bybit: Pi Network nguy hiểm hơn meme coin,"Chủ nhật, 9/3/2025, 08:00 (GMT+7)",891,225,795,1,0,"Pi Network, Bybit, Ben Zhou",cong-nghe
Thiết kế camera iPhone 17 Pro Max tiếp tục lộ diện,"Thứ hai, 24/2/2025, 11:58 (GMT+7)",386,33,121,1,0,"ảnh thực tế, iPhone 17, iPhone 17 Pro Max, thiết kế iPhone 17",cong-nghe
Qualcomm ra chip hỗ trợ AI tạo sinh cho smartphone tầm trung,"Thứ sáu, 14/2/2025, 08:30 (GMT+7)",398,1,0,1,0,"Snapdragon, Qualcomm, Trí tuệ nhân tạo - AI, Snapdragon 6",cong-nghe
Thành lập trung tâm ươm tạo bán dẫn để phát triển nguồn nhân lực,"Thứ bảy, 29/3/2025, 06:22 (GMT+7)",747,5,15,1,0,"FPT, Bán dẫn, Trung tâm Đổi mới sáng tạo Quốc gia",cong-nghe
Các 'tinh hoa công nghệ' Trung Quốc nói gì trong cuộc gặp ông Tập?,"Thứ bảy, 22/2/2025, 09:55 (GMT+7)",892,136,1397,2,0,"Trung Quốc, Tập Cận Bình",cong-nghe
Ý tưởng của Samsung về smartphone gập bốn,"Thứ bảy, 5/4/2025, 08:57 (GMT+7)",272,25,51,1,0,"Samsung, Huawei, TCL, smartphone gập, smartphone gập bốn",cong-nghe
iPhone gập có thể sử dụng bản lề kim loại lỏng,"Thứ bảy, 22/3/2025, 10:00 (GMT+7)",308,38,130,1,0,"iPhone, Apple Inc., iPhone màn hình gập, iPhone gập, iPhone Fold",cong-nghe
DeepSeek đạt hơn 22 triệu người dùng hàng ngày,"Chủ nhật, 9/2/2025, 06:00 (GMT+7)",579,76,382,2,0,"Trí tuệ nhân tạo - AI, OpenAI, Doubao, DeepSeek",cong-nghe
Chuyên mục Số Hóa đổi tên thành Công Nghệ,"Thứ tư, 15/1/2025, 10:30 (GMT+7)",535,4,18,1,0,"Số Hóa, chuyên mục, Công Nghệ",cong-nghe
Cô gái Việt dùng AI dạy tiếng Anh cho hàng triệu người,"Thứ năm, 13/2/2025, 07:00 (GMT+7)",1275,57,554,2,0,"App Store, Học tiếng Anh, ELSA Speak",cong-nghe
"DeepSeek tạm ngừng nạp tiền API, sắp tăng giá dịch vụ","Thứ năm, 6/2/2025, 19:52 (GMT+7)",572,62,214,1,0,DeepSeek,cong-nghe
Samsung hé lộ Galaxy S25 Edge siêu mỏng,"Thứ năm, 23/1/2025, 03:27 (GMT+7)",376,22,52,0,2,"Samsung, Samsung Galaxy S25, S25 Edge",cong-nghe
"Vision AI - bộ trí tuệ nhân tạo cho màn hình, TV của Samsung","Thứ hai, 20/1/2025, 20:09 (GMT+7)",699,0,0,11,0,"Samsung, Trí tuệ nhân tạo - AI, Vision AI",cong-nghe
Thúc đẩy Khoa học công nghệ,"Thứ ba, 4/3/2025, 21:23 (GMT+7)",1248,1,15,2,1,"khoa học công nghệ, đổi mới sáng tạo, Chuyển đổi số, Tổng Bí thư Tô Lâm",cong-nghe
iPhone 'giá rẻ' lộ diện qua video,"Thứ hai, 27/1/2025, 19:00 (GMT+7)",472,38,95,0,1,"iPhone, Apple Inc., iPhone SE 4",cong-nghe
VTV nêu lý do kênh biến mất trên một số nền tảng truyền hình,"Chủ nhật, 19/1/2025, 23:34 (GMT+7)",620,0,0,1,0,"VTV, Đài truyền hình Việt Nam, MyTV, FPT Play, Truyền hình, TV360",cong-nghe
Canon ra máy ảnh chuyên quay vlog tầm giá 25 triệu đồng,"Thứ bảy, 29/3/2025, 08:00 (GMT+7)",915,3,6,4,0,"Canon, Canon EOS R50V, Canon Powershot V1",cong-nghe
Vietnam Game Awards 2025 thêm hai giải thưởng cho game Việt,"Thứ hai, 17/3/2025, 15:00 (GMT+7)",640,0,0,1,0,,cong-nghe
5 lưu ý khi sử dụng chế độ hút ẩm trên điều hòa,"Thứ năm, 20/2/2025, 05:00 (GMT+7)",51,6,58,0,1,"máy lạnh, hút ẩm, Trời nồm ẩm, điều hòa",cong-nghe
AI đang 'kéo lùi sự tiến bộ của smartphone',"Chủ nhật, 23/3/2025, 05:00 (GMT+7)",1531,23,58,1,0,"Trí tuệ nhân tạo - AI, Smartphone AI",cong-nghe
Thái Nguyên muốn dùng blockchain để phát triển kinh tế,"Chủ nhật, 30/3/2025, 21:56 (GMT+7)",546,16,28,1,0,Blockchain,cong-nghe
"Elon Musk, Sam Altman đấu khẩu vì dự án AI 500 tỷ USD","Thứ năm, 23/1/2025, 06:50 (GMT+7)",609,99,308,1,0,"Trí tuệ nhân tạo - AI, Elon Musk, OpenAI, Sam Altman",cong-nghe
Robot hình người đang 'tiến hóa' đến đâu?,"Chủ nhật, 2/3/2025, 05:00 (GMT+7)",154,199,711,0,1,"Robot, Tesla, Robot hình người, Unitree",cong-nghe
"Galaxy A56 - cải tiến thiết kế, tích hợp AI","Thứ ba, 11/3/2025, 19:00 (GMT+7)",550,20,49,4,0,"smartphone tầm trung, smartphone AI, Samsung Galaxy A56, Galaxy A56, Galaxy A 2025",cong-nghe
"Người dùng rút hơn 5,5 tỷ USD khỏi sàn Bybit sau khi bị hack","Chủ nhật, 23/2/2025, 12:59 (GMT+7)",849,48,357,2,0,"Bybit, Ben Zhou",cong-nghe
Công ty mẹ TikTok ra AI tạo video chỉ từ một bức ảnh,"Thứ năm, 6/2/2025, 11:30 (GMT+7)",446,103,674,0,1,"Trí tuệ nhân tạo - AI, TikTok, ByteDance, AI tạo video",cong-nghe
Elon Musk trả 10 triệu USD dàn xếp vụ kiện khóa tài khoản Trump,"Thứ năm, 13/2/2025, 08:22 (GMT+7)",317,12,76,1,0,"Mỹ, Donald Trump, Elon Musk",cong-nghe
DeepSeek lan đến chợ bán buôn lớn nhất Trung Quốc,"Thứ tư, 26/2/2025, 05:00 (GMT+7)",1394,37,433,1,0,"Trung Quốc, DeepSeek",cong-nghe
Ứng dụng thay quần áo bằng AI gây sốt tại Việt Nam,"Thứ năm, 20/2/2025, 11:06 (GMT+7)",861,0,0,1,0,"Trí tuệ nhân tạo - AI, Chỉnh sửa ảnh, Meitu, BeautyCam, Ảnh AI, AI thay đồ",cong-nghe
Musk chia sẻ lại bức ảnh ông từng xóa 9 năm trước,"Thứ ba, 21/1/2025, 14:00 (GMT+7)",492,11,165,1,0,"Mạng xã hội X, mạng xã hội, Tỷ phú công nghệ, Elon Musk",cong-nghe
Bố già AI' tại Meta ca ngợi DeepSeek của Trung Quốc,"Thứ ba, 28/1/2025, 05:00 (GMT+7)",797,81,557,2,0,"Trí tuệ nhân tạo - AI, DeepSeek",cong-nghe
CEO Samsung qua đời,"Thứ ba, 25/3/2025, 09:19 (GMT+7)",370,13,359,1,0,"Samsung, CEO Samsung, Han Jong-hee",cong-nghe
Toàn cảnh Tech Awards 2024,"Thứ hai, 20/1/2025, 19:00 (GMT+7)",37,0,0,0,1,"TP HCM, Tech Awards, Tech Awards 2024",cong-nghe
Mỹ tìm cách giảm phụ thuộc GPS,"Thứ năm, 6/3/2025, 11:29 (GMT+7)",488,9,20,1,0,"Định vị, GPS",cong-nghe
Yếu tố giúp điều hòa Panasonic đạt giải tại Tech Awards 2024,"Thứ ba, 14/1/2025, 14:00 (GMT+7)",1454,0,0,3,0,"Panasonic, Tech Awards 2024. điều hòa Panasonic, điều hòa được yêu thích",cong-nghe
"Lời kêu gọi tẩy chay Facebook, Instagram 'không nhiều tác dụng'","Thứ bảy, 25/1/2025, 15:43 (GMT+7)",841,10,40,1,0,"Facebook, Mark Zuckerberg, Công ty Meta",cong-nghe
Huawei trở lại ngôi đầu smartphone Trung Quốc,"Thứ tư, 22/1/2025, 19:00 (GMT+7)",491,149,292,2,0,"Huawei, Thị trường smartphone, Apple Inc., Thị trường Trung Quốc",cong-nghe
Vconnex đưa 10.000 camera Việt sang thị trường châu Âu,"Thứ bảy, 15/2/2025, 08:00 (GMT+7)",765,0,0,3,0,"châu Âu, camera, VMS, Vconnex",cong-nghe
Giáo sư Nguyễn Đức Khương: Chúng tôi sẵn sàng giải những bài toán lớn,"Thứ sáu, 28/2/2025, 00:03 (GMT+7)",2399,69,470,3,0,"thu hút nhân tài, Nhà khoa học, Nguyễn Đức Khương, Chuyển đổi số, AVSE Global, Nghị quyết 57",cong-nghe
Facebook Messenger lỗi hơn một giờ,"Thứ ba, 11/2/2025, 15:33 (GMT+7)",454,11,31,2,0,"Facebook, Facebook Messenger, Công ty Meta, lỗi nhắn tin",cong-nghe
Thu hút mọi nguồn lực phát triển khoa học công nghệ',"Thứ bảy, 15/2/2025, 12:03 (GMT+7)",1396,0,0,3,0,"Bộ Khoa học và Công nghệ, khoa học công nghệ, Đổi mới sáng tạo",cong-nghe
Internet vệ tinh của Musk đang được sử dụng thế nào,"Thứ năm, 27/3/2025, 09:40 (GMT+7)",1633,114,158,1,1,"SpaceX, Elon Musk, Starlink",cong-nghe
Phong cách Japandi tối giản trên sản phẩm Toshiba,"Thứ sáu, 17/1/2025, 18:00 (GMT+7)",720,0,0,3,0,"Toshiba, tủ lạnh, Tech Awards 2024",cong-nghe
CEO OpenAI: Lập trình viên phải học dùng AI hoặc mất việc,"Chủ nhật, 23/3/2025, 12:20 (GMT+7)",681,47,164,1,0,"Trí tuệ nhân tạo - AI, OpenAI, Sam Altman",cong-nghe
iPhone thời AI' bị khai tử,"Thứ năm, 20/2/2025, 18:27 (GMT+7)",488,12,32,1,0,"HP, Trí tuệ nhân tạo - AI, Humane, AI Pin, AI Phone",cong-nghe
Ứng dụng độc hại bị phát hiện trên Google ngày càng tăng,"Chủ nhật, 2/2/2025, 12:00 (GMT+7)",619,3,9,1,0,"Android, Google, Play Store, Ứng dụng lừa đảo",cong-nghe
Andean Medjedovic - tài năng toán học bị truy nã vì hack dự án blockchain Việt,"Thứ tư, 5/2/2025, 12:00 (GMT+7)",1038,30,295,2,0,"Hacker, Blockchain, KyberSwap, Andean Medjedovic, Kyper",cong-nghe
Nhiều người chơi thất vọng khi giá Pi xuống dưới một USD,"Thứ bảy, 22/3/2025, 06:46 (GMT+7)",1240,187,809,1,0,Pi Network,cong-nghe
Ngoại hình bốn phiên bản iPhone 17,"Thứ tư, 26/2/2025, 09:18 (GMT+7)",396,92,403,1,0,"iPhone 17, iPhone 17 Pro Max, iPhone 17 Air, iPhone 17 Pro, thiết kế iPhone 17",cong-nghe
Xiaomi Watch S4 - smartwatch 4 triệu đồng pin 15 ngày,"Thứ bảy, 22/3/2025, 08:32 (GMT+7)",604,7,31,5,0,"Đồng hồ thông minh Smartwatch, Xiaomi Watch S4, đồng hồ thông minh giá tốt",cong-nghe
Đổi mới sáng tạo không phải lựa chọn mà là yếu tố sống còn',"Thứ năm, 13/3/2025, 15:06 (GMT+7)",740,2,19,2,0,"Bộ Khoa học và Công nghệ, Đổi mới sáng tạo",cong-nghe
Bố già AI': Phản ứng của thị trường với DeepSeek là thiếu cơ sở,"Thứ bảy, 1/2/2025, 07:00 (GMT+7)",942,132,573,1,0,"Trí tuệ nhân tạo - AI, Yann LeCun, DeepSeek",cong-nghe
Những điểm mới của Vietnam Game Awards 2025,"Thứ hai, 10/3/2025, 19:00 (GMT+7)",704,0,0,2,0,,cong-nghe
Nền tảng 'Bình dân học vụ số' phổ cập về chuyển đổi số,"Thứ tư, 26/3/2025, 18:51 (GMT+7)",813,0,0,3,0,"Bộ Công An, Chuyển đổi số, Bình dân học vụ số",cong-nghe
Camera AI bộ nhớ trong đầu tiên mở bán tại FPT Shop,"Thứ sáu, 24/1/2025, 09:00 (GMT+7)",607,0,0,3,0,"FPT, camera AI, FPT camera",cong-nghe
Huawei hồi sinh nhờ 5G và smartphone tại Trung Quốc,"Thứ ba, 1/4/2025, 11:46 (GMT+7)",494,45,257,1,0,"doanh thu, Smartphone, Huawei, Trí tuệ nhân tạo - AI, doanh số",cong-nghe
"iOS 19 'đại tu' thiết kế, ra ngày 9/6","Thứ tư, 26/3/2025, 10:14 (GMT+7)",362,22,44,2,0,"Apple Inc., iOS 19, WWDC25, iPadOS 19, macOS 16, tvOS 19, watchOS 12",cong-nghe
Hacker 22 tuổi đứng sau vụ trộm 48 triệu USD từ dự án blockchain Việt,"Thứ tư, 5/2/2025, 05:37 (GMT+7)",936,56,530,1,0,"Hacker, Blockchain, Kyber Network, Tiền điện tử",cong-nghe
OpenAI từ chối đề xuất mua lại của Elon Musk,"Thứ bảy, 15/2/2025, 07:30 (GMT+7)",503,6,32,1,0,"Elon Musk, OpenAI",cong-nghe
LG ra mắt hai mẫu máy lọc không khí cho gia đình hiện đại,"Thứ năm, 23/1/2025, 08:00 (GMT+7)",757,0,0,3,0,"LG Group (Corporation), máy lọc không khí, Tech Awards",cong-nghe
"VnExpress xếp thứ 37 về website tin tức, truyền thông toàn cầu","Thứ năm, 16/1/2025, 12:06 (GMT+7)",547,48,275,2,0,"Báo điện tử VnExpress, SimilarWeb",cong-nghe
Báo giấy đầu tiên thực hiện hoàn toàn bằng AI,"Thứ tư, 19/3/2025, 17:06 (GMT+7)",591,9,42,1,0,"Trí tuệ nhân tạo - AI, Báo giấy",cong-nghe
Ứng dụng AI dịch chữ trong ảnh của kỹ sư Việt,"Thứ hai, 17/3/2025, 10:00 (GMT+7)",1084,20,112,1,1,"Trí tuệ nhân tạo - AI, Doctranslate, Thinkprompt, AI dịch thuật, Ứng dụng dịch thuật",cong-nghe
MatePad 11.5 - tablet màn hình nhám giá 9 triệu đồng,"Thứ bảy, 1/3/2025, 09:00 (GMT+7)",759,2,11,7,0,"máy tính bảng tầm trung, MatePad 11.5, Huawei MatePad 11.5, máy tính bảng giá 9 triệu đồng",cong-nghe
Facebook thêm lựa chọn 'quay về nguyên bản',"Thứ sáu, 28/3/2025, 12:17 (GMT+7)",485,11,62,0,1,"Facebook, Mark Zuckerberg, Công ty Meta",cong-nghe
"Sau 14 năm, người dùng có thể thử nghiệm Siri tiếng Việt","Thứ bảy, 22/2/2025, 14:32 (GMT+7)",489,70,274,1,1,"Siri, Trí tuệ nhân tạo - AI, Apple Inc., HomeKit, Siri tiếng Việt",cong-nghe
Tiến sĩ Việt kể chuyện tham gia tạo 'AI thông minh nhất' của Musk,"Thứ tư, 19/2/2025, 11:26 (GMT+7)",922,47,742,1,0,"Trí tuệ nhân tạo - AI, Elon Musk, Phạm Hy Hiếu, kỹ sư Việt, xAI, Grok, Grok 3",cong-nghe
Tại sao đồ gia dụng thông minh cần có hạn sử dụng?,"Chủ nhật, 9/2/2025, 05:00 (GMT+7)",844,2,14,1,0,"Smart TV, zombie, tủ lạnh",cong-nghe
Lừa đảo 'thao túng tâm lý' trên Internet diễn ra thế nào,"Thứ ba, 1/4/2025, 05:00 (GMT+7)",109,24,269,0,1,"Lừa đảo, Thao túng tâm lý, social engineering",cong-nghe
TCL C755 - TV Mini LED 85 inch giá tốt,"Thứ sáu, 17/1/2025, 14:24 (GMT+7)",1176,12,41,9,1,"TCL C755, TCL. TV siêu lớn",cong-nghe
Oppo Find N5 lộ ảnh thiết kế,"Chủ nhật, 9/2/2025, 10:00 (GMT+7)",278,2,4,1,0,"ra mắt, ảnh thực tế, smartphone gập, Oppo Find N5",cong-nghe
Google cảnh báo 5 thủ đoạn lừa đảo trực tuyến tại Việt Nam,"Thứ tư, 12/2/2025, 05:00 (GMT+7)",1428,23,229,1,0,"Việt Nam, Google, Lừa đảo, Lừa đảo trực tuyến",cong-nghe
Apple được bán iPhone 16 trở lại tại Indonesia,"Thứ năm, 27/3/2025, 05:00 (GMT+7)",477,0,0,1,0,"Indonesia, Apple Inc., iPhone 16, Apple bán lại iPhone 16 tại Indonesia",cong-nghe
"Lo ngại về quyền riêng tư khi AI được đưa vào Word, Gmail","Thứ ba, 21/1/2025, 05:00 (GMT+7)",1483,6,13,1,0,"Micosoft, Trí tuệ nhân tạo - AI, Dữ liệu cá nhân, Quyền riêng tư",cong-nghe
Facebook sắp xóa video phát trực tiếp cũ tại Việt Nam,"Thứ hai, 10/3/2025, 10:15 (GMT+7)",464,24,95,1,0,"Facebook, Livestream, Video trực tiếp, Công ty Meta",cong-nghe
Công nghệ Việt hiện diện tại sự kiện lớn nhất ngành di động,"Thứ hai, 3/3/2025, 19:37 (GMT+7)",492,10,249,1,0,"Trí tuệ nhân tạo - AI, Viettel, 5G, Drone",cong-nghe
Chiêu lừa 'tặng Pi' để lấy mã khóa ví rộ trở lại,"Thứ ba, 25/2/2025, 12:00 (GMT+7)",747,64,266,1,0,"Lừa đảo, Tiền ảo, Pi Network",cong-nghe
7 cơ chế đặc biệt tạo đột phá phát triển khoa học công nghệ,"Thứ ba, 18/3/2025, 15:31 (GMT+7)",1482,2,15,3,0,"Bộ Khoa học và Công nghệ, Khoa học, Đổi mới sáng tạo, Chuyển đổi số, Nghị quyết 57, Nghị quyết 193",cong-nghe
Màn hình gaming 27 inch giá 3 triệu đồng,"Chủ nhật, 6/4/2025, 07:00 (GMT+7)",423,3,17,4,0,"Màn hình chơi game, Philips Evnia 27M2N3200FQ",cong-nghe
Huawei bán smartphone gập ba bên ngoài Trung Quốc,"Thứ năm, 6/2/2025, 14:00 (GMT+7)",401,41,202,1,0,"Huawei, smartphone gập ba, Huawei Mate XT",cong-nghe
Elon Musk: Chatbot Grok 3 vượt trội mọi đối thủ,"Thứ sáu, 14/2/2025, 07:53 (GMT+7)",345,52,254,1,0,"Elon Musk, OpenAI, chatbot AI, xAI, Grok",cong-nghe
Mark Zuckerberg và vợ khoe kính thông minh mới,"Thứ hai, 10/3/2025, 10:59 (GMT+7)",540,4,23,1,0,"Mark Zuckerberg, kính thông minh, Công ty Meta, Meta Ray-Ban",cong-nghe
Sắp có nhiều chính sách hỗ trợ doanh nghiệp công nghệ,"Thứ năm, 27/3/2025, 20:10 (GMT+7)",1092,5,10,3,0,"CMC, Bộ Khoa học và Công nghệ, CMC Telecom, Bộ trưởng Nguyễn Mạnh Hùng, Công nghệ chiến lược",cong-nghe
"TSMC chuẩn bị chuyển sang sản xuất chip 1,6 nm","Thứ năm, 23/1/2025, 14:00 (GMT+7)",397,41,118,1,0,"chip, Apple Inc., sản xuất chip, TSMC, chip 2 nm",cong-nghe
TikTok chính thức ngừng hoạt động tại Mỹ,"Chủ nhật, 19/1/2025, 11:45 (GMT+7)",481,339,1654,1,0,"Mỹ, TikTok, ByteDance",cong-nghe
iPhone gập có thể dùng bản lề kim loại lỏng bền gấp đôi titan,"Thứ hai, 31/3/2025, 08:03 (GMT+7)",525,34,73,1,0,"iPhone, Apple Inc., iPhone gập, iPhone Fold",cong-nghe
Internet vệ tinh của Musk được 'thí điểm có kiểm soát' tại Việt Nam,"Thứ tư, 26/3/2025, 11:46 (GMT+7)",701,138,695,1,0,"SpaceX, Elon Musk, Starlink, Internet vệ tinh",cong-nghe
CEO Nvidia: 'Cách mạng robot hình người gần hơn tưởng tượng',"Thứ sáu, 21/3/2025, 19:00 (GMT+7)",769,19,110,1,0,"NVIDIA, Jensen Huang, Robot hình người",cong-nghe
Pi Network lên tiếng về cáo buộc lừa đảo của CEO Bybit,"Thứ bảy, 22/2/2025, 16:42 (GMT+7)",720,108,694,1,0,"Pi Network, Tiền số, Bybit, Sàn tiền số, Ben Zhou",cong-nghe
Xiaomi Pad 7 - máy tính bảng tầm trung tích hợp AI,"Thứ bảy, 15/3/2025, 15:00 (GMT+7)",831,4,12,7,0,"Xiaomi Pad 7 series, Xiaomi Pad 7, Xiaomi Pad 7 Pro, máy tính bảng AI",cong-nghe
Công nghệ tối ưu hiệu quả lọc nước trên máy New eSpring,"Thứ hai, 10/3/2025, 14:00 (GMT+7)",534,0,0,2,0,"máy lọc nước, nước sạch, New eSpring",cong-nghe
Vietnam Game Awards 2025 nhận hơn 100 đề cử sau một tuần,"Thứ tư, 5/3/2025, 08:54 (GMT+7)",660,0,0,2,0,,cong-nghe
"Ống kính của iPhone 17 Pro có thể zoom quang 3,5x","Thứ hai, 7/4/2025, 08:00 (GMT+7)",310,1,8,1,0,"iPhone 16, iPhone 17, iPhone 17 Pro Max, iPhone 17 Pro, camera iPhone 17 Pro",cong-nghe
Tốc độ Internet wifi tại Việt Nam sắp tăng nhờ bổ sung tần số,"Thứ năm, 3/4/2025, 17:51 (GMT+7)",453,19,62,1,0,"Việt Nam, Wifi, Internet",cong-nghe
"Sau 5 tháng, Apple chuẩn bị được bán iPhone 16 tại Indonesia","Thứ tư, 26/2/2025, 19:56 (GMT+7)",397,5,18,1,0,"Indonesia, Apple Inc., iPhone 16",cong-nghe
6 kỹ sư phần mềm 'giỏi nhất thế giới' tại DOGE của Musk là ai?,"Thứ hai, 10/2/2025, 14:12 (GMT+7)",1142,133,1098,6,0,"Mỹ, Elon Musk, DOGE",cong-nghe
Màn hình gaming OLED 480 Hz giá dưới 30 triệu từ LG,"Thứ tư, 22/1/2025, 14:00 (GMT+7)",626,0,0,3,0,"LG Group (Corporation), Màn hình LG, màn hình gaming, tần số quét 480 Hz",cong-nghe
Hôm nay đóng cổng đề cử Vietnam Game Awards 2025,"Thứ ba, 11/3/2025, 11:00 (GMT+7)",600,0,0,2,0,,cong-nghe
Tài liệu hé lộ cách Microsoft 'không thể để mất' kỹ sư AI,"Chủ nhật, 12/1/2025, 12:00 (GMT+7)",583,5,12,1,0,"Microsoft, Trí tuệ nhân tạo - AI, tuyển dụng, lương kỹ sư, kỹ sư AI",cong-nghe
"iPhone 16e trình làng, giá từ 17 triệu đồng","Thứ tư, 19/2/2025, 22:58 (GMT+7)",656,191,763,1,0,"iPhone, Apple Inc., iPhone 16e",cong-nghe
Vivo ra kính thực tế hỗn hợp giống Apple Vision Pro,"Thứ năm, 27/3/2025, 08:47 (GMT+7)",551,19,66,2,0,Vivo Vision,cong-nghe
Apple chỉ trích EU vì để ứng dụng khiêu dâm xuất hiện trên iPhone,"Thứ ba, 4/2/2025, 13:46 (GMT+7)",676,28,48,1,0,"App Store, Apple Inc., ứng dụng, AltStore PAL",cong-nghe
Cha đẻ' Internet và các chuyên gia lo con người lệ thuộc AI,"Thứ sáu, 4/4/2025, 16:33 (GMT+7)",1003,12,32,1,0,"Trí tuệ nhân tạo - AI, công nghệ, Vint Cerf",cong-nghe
